id,source,title,price,bookingUrl,final_url,status_code,category,reason,matched_keyword,elapsed_ms,domain_rule,title_token_hits,text_sample
tour_1,假日通,贺州姑婆山伴山温泉3天,499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267L98641966HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267L98641966HOLIDAY,200,ok,假日通 detail content found,,1743,假日通,贺州姑婆山伴山温泉3天,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_2,假日通,阳山第一峰4天,499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267G25001HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267G25001HOLIDAY,200,ok,假日通 detail content found,,1771,假日通,阳山第一峰4天,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_3,假日通,新丰雅致酒店3天(含餐),399,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266798638182HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266798638182HOLIDAY,200,ok,假日通 detail content found,,2814,假日通,"新丰雅致酒店3天, 含餐",广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_4,假日通,龙门云顶2天(威士忌畔山),349,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266T39147345HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266T39147345HOLIDAY,200,unavailable,假日通 detail shell without content,,2650,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_5,假日通,龙门温德姆温泉2天(新),369,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266T19687182HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266T19687182HOLIDAY,200,ok,假日通 detail content found,,3093,假日通,龙门温德姆温泉2天,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_7,假日通,龙门云顶温泉3天(畔山),669,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266T16329756HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266T16329756HOLIDAY,200,ok,假日通 detail content found,,2317,假日通,"龙门云顶温泉3天, 畔山",广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_8,假日通,行摄霞浦 动车5天,2999,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266H52362829HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266H52362829HOLIDAY,200,unavailable,假日通 detail shell without content,,2635,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_9,假日通,萌娃游湖南高铁5天,1899,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267O30001HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267O30001HOLIDAY,200,ok,假日通 detail content found,,2520,假日通,萌娃游湖南高铁5天,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_10,假日通,汕尾红海湾3天,399,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267E13001HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267E13001HOLIDAY,200,unavailable,假日通 detail shell without content,,952,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_11,假日通,金水台温泉2天（含晚）,329,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266F66489899HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266F66489899HOLIDAY,200,unavailable,假日通 detail shell without content,,2640,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_12,假日通,龙门地派温泉3天(食4餐),499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266O76831578HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266O76831578HOLIDAY,200,unavailable,假日通 detail shell without content,,1686,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_13,假日通,肇庆星湖大酒店3天（食3餐）,499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267K99129198HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267K99129198HOLIDAY,200,unavailable,假日通 detail shell without content,,846,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_14,假日通,邂逅东三省双飞7天,3499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B265M64915929HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B265M64915929HOLIDAY,200,unavailable,假日通 detail shell without content,,832,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_15,假日通,直飞浙东南双飞5天1,2599,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B265J11192261HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B265J11192261HOLIDAY,200,unavailable,假日通 detail shell without content,,322,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_16,假日通,魅力川渝（重庆成都）双飞5天1,2599,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267748536485HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267748536485HOLIDAY,200,unavailable,假日通 detail shell without content,,183,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_17,假日通,恩平山泉湾温泉2天,249,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266453942784HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266453942784HOLIDAY,200,unavailable,假日通 detail shell without content,,176,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_18,假日通,清远清泉湾3天,299,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266Q36243862HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266Q36243862HOLIDAY,200,unavailable,假日通 detail shell without content,,174,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_19,假日通,肇庆喜来登3天(食3餐）,599,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267K33169955HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267K33169955HOLIDAY,200,ok,假日通 detail content found,,883,假日通,"肇庆喜来登3天, 食3餐",广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_20,假日通,惠州罗浮山皇冠假日酒店2天(食3餐),399,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267H68813467HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267H68813467HOLIDAY,200,ok,假日通 detail content found,,1049,假日通,"惠州罗浮山皇冠假日酒店2天, 食3餐",广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_22,假日通,天边草原（秀美川河盖）动车5天1,1299,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266P38733634HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266P38733634HOLIDAY,200,unavailable,假日通 detail shell without content,,182,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_23,假日通,安远三百山热泉河温泉3天,399,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267N59528422HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267N59528422HOLIDAY,200,unavailable,假日通 detail shell without content,,174,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_24,假日通,赣州古城江茂漫谷龙南避暑3天,599,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267H87966677HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267H87966677HOLIDAY,200,unavailable,假日通 detail shell without content,,181,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_25,假日通,十星茂名花涧乐天温泉3天,599,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266O64456851HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266O64456851HOLIDAY,200,unavailable,假日通 detail shell without content,,172,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_27,假日通,奔赴山东（文成幻梦）双飞6天,3098,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266Q21792644HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266Q21792644HOLIDAY,200,unavailable,假日通 detail shell without content,,173,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_28,假日通,玉林璟象九龙温泉星级3天,599,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266P45214485HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266P45214485HOLIDAY,200,unavailable,假日通 detail shell without content,,171,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_29,假日通,阳江核电站御水古温泉联游3天,499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266O59192517HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266O59192517HOLIDAY,200,unavailable,假日通 detail shell without content,,180,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_30,假日通,莽山森林温泉3天,699,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266414001HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266414001HOLIDAY,200,unavailable,假日通 detail shell without content,,173,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_31,假日通,江西龙南汉仙温泉联游3天(食4餐),499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267J24001HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267J24001HOLIDAY,200,unavailable,假日通 detail shell without content,,174,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_32,假日通,客韵潮汕东山岛开渔节3天,588,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267L63326373HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267L63326373HOLIDAY,200,unavailable,假日通 detail shell without content,,172,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_33,假日通,惠州五星皇冠汕尾开渔节3天(食4餐),599,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267P51458135HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267P51458135HOLIDAY,200,unavailable,假日通 detail shell without content,,173,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_34,假日通,东平寻鲜五星金水台3天(食4餐),499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267T53448786HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267T53448786HOLIDAY,200,unavailable,假日通 detail shell without content,,173,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_35,假日通,美林湖温泉度假3天,739,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266S79793791HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B266S79793791HOLIDAY,200,unavailable,假日通 detail shell without content,,171,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_36,假日通,东平寻鲜五星金水台3天(食4餐).,499,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267T53547592HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267T53547592HOLIDAY,200,ok,假日通 detail content found,,1075,假日通,"东平寻鲜五星金水台3天, 食4餐",广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_37,假日通,蜂深水起（钱塘观潮）双飞6天,2699,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267S10001HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267S10001HOLIDAY,200,ok,假日通 detail content found,,1616,假日通,"蜂深水起, 钱塘观潮, 双飞6天",广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_38,假日通,尊品阿尔山（金秋呼伦贝尔）双飞7天,5099,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267O73442956HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267O73442956HOLIDAY,200,unavailable,假日通 detail shell without content,,176,假日通,,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
tour_39,假日通,金秋额济纳双飞一动8天,7299,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267V89892329HOLIDAY,http://www.jrt365.com/tourgroup/tourgroup_ziliao.aspx?groupno=B267V89892329HOLIDAY,200,ok,假日通 detail content found,,1797,假日通,金秋额济纳双飞一动8天,广州市假日通国际旅行社_广州旅行社_假日通旅行社唯一官网_客服热线_020-66825678_83398139 你好 ，欢迎来到广东省内游专家：广州市假日通国际旅行社官网！ [登录] [免费注册] | 会员中心 | 非会员订单查询 | 假日通各分店电话 官方微信 官方微博 |收藏广州旅行社假日通官网 热门分类： 品质 | 海滩 | 温泉 | 休闲 | 生态 | 跨省 | 一天游 首 页 热销 自由行 包团定制 您现在所在的位置： 首页 
